Cliente,CNPJ,Produto,Qtd,Dt Emissao,Data Faturamento
MB DISTRIBUIDORA,06752049000268,014602,60.0,20250203,20250205
MB DISTRIBUIDORA,06752049000268,014602,40.0,20250107,20250108
MB DISTRIBUIDORA,06752049000268,014602,180.0,20250127,20250130
W SUL DIST E IMP DE,08111865000137,014602,110.0,20250122,20250128
MB DISTRIBUIDORA,06752049000268,014602,30.0,20250122,20250203
LM MOTO,70963418000341,014602,10.0,20250124,20250124
LM MOTO,70963418000341,014602,80.0,20250127,20250204
W. NORDESTE,22101582000135,014602,30.0,20250204,20250210
LM MOTO,70963418000341,014602,20.0,20250203,20250204
W. NORDESTE,22101582000135,014602,10.0,20250127,20250210
W SUL DIST E IMP DE,08111865000137,014602,240.0,20250127,20250128
LM MOTO,70963418000341,014602,10.0,20250122,20250124
LM MOTO,70963418000341,014602,50.0,20250109,20250124
W.CO LOGISTICA EM DU,19246547000108,014605,20.0,20250114,20250114
W. NORTE,51050054000364,014605,20.0,20250114,20250114
W SUL DIST E IMP DE,08111865000137,014605,30.0,20250115,20250116
MB DISTRIBUIDORA,06752049000268,014605,10.0,20250122,20250203
W.CO LOGISTICA EM DU,19246547000108,014610,10.0,20250327,20250327
W.SP LOGISTICA,11247454000188,014610,30.0,20250327,20250328
W.SP LOGISTICA,11247454000188,014610,10.0,20250311,20250311
W SUL DIST E IMP DE,08111865000137,014610,10.0,20250307,20250307
W.CO LOGISTICA EM DU,19246547000108,014615,20.0,20250114,20250114
W. NORDESTE,22101582000135,014615,20.0,20250124,20250127
W.CO LOGISTICA EM DU,19246547000108,014615,40.0,20250327,20250327
W SUL DIST E IMP DE,08111865000137,014615,40.0,20250115,20250116
LM MOTO,70963418000341,014615,20.0,20250204,20250211
LM MOTO,70963418000341,014615,10.0,20250124,20250124
W SUL DIST E IMP DE,08111865000137,014615,10.0,20250107,20250116
W SUL DIST E IMP DE,08111865000137,014615,400.0,20250128,20250128
W. NORTE,51050054000364,014615,150.0,20250128,20250128
MB DISTRIBUIDORA,06752049000268,014615,10.0,20250107,20250108
W.SP LOGISTICA,11247454000188,012410,50.0,20250311,20250311
W.SP LOGISTICA,11247454000188,012451,18.0,20250218,20250221
MB DISTRIBUIDORA,06752049000268,012451,30.0,20250218,20250219
MB DISTRIBUIDORA,06752049000268,012471,12.0,20250122,20250203
W.SP LOGISTICA,11247454000188,012483,100.0,20250214,20250311
W. NORDESTE,22101582000135,012483,100.0,20250214,20250218
LM MOTO,70963418000341,012483,150.0,20250214,20250221
W.CO LOGISTICA EM DU,19246547000108,012483,100.0,20250214,20250219
MB DISTRIBUIDORA,06752049000268,012483,200.0,20250214,20250218
MB DISTRIBUIDORA,06752049000268,012520,8.0,20250107,20250109
W.SP LOGISTICA,11247454000188,000923,50.0,20250107,20250110
W. NORDESTE,22101582000135,000923,50.0,20250107,20250116
W SUL DIST E IMP DE,08111865000137,000923,25.0,20250107,20250116
LM MOTO,70963418000341,000923,25.0,20250107,20250110
MB DISTRIBUIDORA,06752049000268,000923,25.0,20250107,20250109
LM MOTO,70963418000341,000968,80.0,20250221,20250221
W.CO LOGISTICA EM DU,19246547000108,000968,16.0,20250107,20250114
W. NORDESTE,22101582000135,000968,16.0,20250107,20250116
W.CO LOGISTICA EM DU,19246547000108,000968,80.0,20250221,20250227
W SUL DIST E IMP DE,08111865000137,000968,160.0,20250107,20250116
LM MOTO,70963418000341,000968,144.0,20250107,20250110
W.SP LOGISTICA,11247454000188,000968,176.0,20250221,20250311
W SUL DIST E IMP DE,08111865000137,000968,16.0,20250307,20250314
W SUL DIST E IMP DE,08111865000137,000968,160.0,20250313,20250331
W SUL DIST E IMP DE,08111865000137,000968,160.0,20250401,        
W. NORDESTE,22101582000135,000968,32.0,20250221,20250224
LM MOTO,70963418000341,000968,192.0,20250221,20250306
MB DISTRIBUIDORA,06752049000268,000968,16.0,20250107,20250108
W SUL DIST E IMP DE,08111865000137,000968,32.0,20250221,20250221
MB DISTRIBUIDORA,06752049000268,000968,64.0,20250221,20250225
W SUL DIST E IMP DE,08111865000137,000968,112.0,20250221,20250307
MB DISTRIBUIDORA,06752049000268,000971,144.0,20250221,20250225
W.SP LOGISTICA,11247454000188,014147,90.0,20250214,20250221
W.SP LOGISTICA,11247454000188,014147,24.0,20250311,20250311
W. NORDESTE,22101582000135,014147,78.0,20250214,20250224
LM MOTO,70963418000341,014147,18.0,20250319,20250325
LM MOTO,70963418000341,014147,78.0,20250214,20250221
MB DISTRIBUIDORA,06752049000268,014147,168.0,20250214,20250217
W SUL DIST E IMP DE,08111865000137,014147,72.0,20250214,20250221
W SUL DIST E IMP DE,08111865000137,014147,30.0,20250307,20250314
W. NORTE,51050054000364,014147,6.0,20250214,20250228
W. NORTE,51050054000364,014147,6.0,20250214,20250228
W.CO LOGISTICA EM DU,19246547000108,014147,96.0,20250214,20250219
W. NORTE,51050054000364,014147,6.0,20250319,20250403
W. NORTE,51050054000364,014147,18.0,20250331,20250403
W. NORDESTE,22101582000135,014159,3.0,20250211,20250312
W.SP LOGISTICA,11247454000188,014159,3.0,20250116,20250124
W SUL DIST E IMP DE,08111865000137,014159,3.0,20250117,20250128
MB DISTRIBUIDORA,06752049000268,014159,6.0,20250211,        
W.SP LOGISTICA,11247454000188,014232,9.0,20250107,20250110
LM MOTO,70963418000341,014232,1.0,20250109,        
LM MOTO,70963418000341,014232,0.0,20250124,        
MB DISTRIBUIDORA,06752049000268,014232,100.0,20250221,20250224
W.SP LOGISTICA,11247454000188,014232,100.0,20250220,20250221
W SUL DIST E IMP DE,08111865000137,014232,100.0,20250220,20250221
LM MOTO,70963418000341,014232,100.0,20250220,20250221
W.SP LOGISTICA,11247454000188,014232,0.0,20250124,        
LM MOTO,70963418000341,014232,1.0,20250123,20250124
W.SP LOGISTICA,11247454000188,014232,100.0,20250220,20250221
W SUL DIST E IMP DE,08111865000137,008953,100.0,20250311,20250314
MB DISTRIBUIDORA,06752049000268,008953,100.0,20250324,20250327
MB DISTRIBUIDORA,06752049000268,008953,300.0,20250311,20250312
MB DISTRIBUIDORA,06752049000268,008953,200.0,20250311,20250314
W SUL DIST E IMP DE,08111865000137,008953,300.0,20250324,20250331
W. NORDESTE,22101582000135,008953,100.0,20250324,20250328
W. NORDESTE,22101582000135,008953,100.0,20250311,20250312
W.CO LOGISTICA EM DU,19246547000108,008953,200.0,20250324,20250327
W. NORTE,51050054000364,008953,100.0,20250324,20250403
W.SP LOGISTICA,11247454000188,008953,100.0,20250311,20250321
W SUL DIST E IMP DE,08111865000137,008953,100.0,20250328,        
W.SP LOGISTICA,11247454000188,008953,100.0,20250328,        
W. NORDESTE,22101582000135,008953,200.0,20250311,20250312
W.SP LOGISTICA,11247454000188,008966,200.0,20250213,20250214
W.CO LOGISTICA EM DU,19246547000108,008966,200.0,20250213,20250219
W SUL DIST E IMP DE,08111865000137,008966,200.0,20250321,20250331
W. NORTE,51050054000364,008966,100.0,20250322,20250403
MB DISTRIBUIDORA,06752049000268,008966,500.0,20250212,20250217
W SUL DIST E IMP DE,08111865000137,008966,200.0,20250212,20250218
W. NORDESTE,22101582000135,008966,500.0,20250213,20250217
LM MOTO,70963418000341,008966,300.0,20250213,20250221
W.SP LOGISTICA,11247454000188,008966,200.0,20250320,20250321
W.CO LOGISTICA EM DU,19246547000108,008966,100.0,20250321,20250327
LM MOTO,70963418000341,008966,300.0,20250214,20250221
W.SP LOGISTICA,11247454000188,008970,100.0,20250213,20250214
LM MOTO,70963418000341,008970,50.0,20250321,20250325
W.CO LOGISTICA EM DU,19246547000108,008970,50.0,20250321,20250327
MB DISTRIBUIDORA,06752049000268,008970,100.0,20250321,20250324
LM MOTO,70963418000341,008970,100.0,20250214,20250221
W. NORDESTE,22101582000135,008970,100.0,20250213,20250217
LM MOTO,70963418000341,008970,100.0,20250213,20250221
W SUL DIST E IMP DE,08111865000137,008970,100.0,20250212,20250218
W.SP LOGISTICA,11247454000188,013044,300.0,20250213,20250214
W.CO LOGISTICA EM DU,19246547000108,013044,500.0,20250213,20250219
LM MOTO,70963418000341,013044,1100.0,20250214,20250221
W. NORDESTE,22101582000135,013044,1900.0,20250213,20250217
LM MOTO,70963418000341,013044,1100.0,20250213,20250221
MB DISTRIBUIDORA,06752049000268,013044,1100.0,20250212,20250217
W SUL DIST E IMP DE,08111865000137,013044,300.0,20250212,20250218
W.SP LOGISTICA,11247454000188,013045,300.0,20250213,20250214
W.CO LOGISTICA EM DU,19246547000108,013045,300.0,20250213,20250219
LM MOTO,70963418000341,013045,400.0,20250214,20250221
W. NORDESTE,22101582000135,013045,800.0,20250213,20250217
W. NORTE,51050054000364,013045,100.0,20250306,20250306
W. NORTE,51050054000364,013045,100.0,20250331,20250403
MB DISTRIBUIDORA,06752049000268,013045,600.0,20250212,20250217
W SUL DIST E IMP DE,08111865000137,013045,200.0,20250212,20250218
W. NORDESTE,22101582000135,013045,100.0,20250312,20250312
LM MOTO,70963418000341,013045,400.0,20250213,20250221
W. NORTE,51050054000364,013045,100.0,20250306,20250306
W SUL DIST E IMP DE,08111865000137,013051,100.0,20250321,20250331
MB DISTRIBUIDORA,06752049000268,013051,200.0,20250213,20250217
LM MOTO,70963418000341,013051,100.0,20250321,20250325
W. NORDESTE,22101582000135,013051,100.0,20250213,20250227
W.SP LOGISTICA,11247454000188,013051,100.0,20250213,20250214
LM MOTO,70963418000341,013051,100.0,20250321,        
W. NORTE,51050054000364,013051,100.0,20250213,20250228
W.SP LOGISTICA,11247454000188,013051,100.0,20250321,20250321
MB DISTRIBUIDORA,06752049000268,013052,1000.0,20250213,20250217
MB DISTRIBUIDORA,06752049000268,013052,200.0,20250321,20250324
W SUL DIST E IMP DE,08111865000137,013052,500.0,20250213,20250218
W SUL DIST E IMP DE,08111865000137,013052,200.0,20250321,20250331
LM MOTO,70963418000341,013052,600.0,20250321,        
W.SP LOGISTICA,11247454000188,013052,200.0,20250321,20250321
W. NORDESTE,22101582000135,013052,100.0,20250213,20250227
W.SP LOGISTICA,11247454000188,013052,500.0,20250213,20250214
LM MOTO,70963418000341,013052,1400.0,20250213,20250221
LM MOTO,70963418000341,013052,400.0,20250321,20250325
LM MOTO,70963418000341,013052,800.0,20250321,20250325
W.CO LOGISTICA EM DU,19246547000108,013052,100.0,20250321,20250327
LM MOTO,70963418000341,013071,10.0,20250116,20250124
W. NORTE,51050054000364,013071,1.0,20250211,20250228
MB IMPORTS,06752049000187,013072,2.0,20250206,20250207
MB IMPORTS,06752049000187,013072,1.0,20250206,20250207
W.SP LOGISTICA,11247454000188,013072,1.0,20250204,20250214
LM MOTO,70963418000341,013072,55.0,20250116,20250124
W.SP LOGISTICA,11247454000188,013122,240.0,20250324,20250328
W.SP LOGISTICA,11247454000188,013122,48.0,20250401,        
LM MOTO,70963418000341,013122,48.0,20250401,        
LM MOTO,70963418000341,013122,120.0,20250324,20250325
LM MOTO,70963418000341,013122,48.0,20250324,20250402
W.CO LOGISTICA EM DU,19246547000108,013122,24.0,20250324,20250327
W SUL DIST E IMP DE,08111865000137,013122,48.0,20250401,        
MB DISTRIBUIDORA,06752049000268,013122,168.0,20250324,20250327
MB DISTRIBUIDORA,06752049000268,013122,48.0,20250401,        
W. NORTE,51050054000364,013122,48.0,20250401,20250403
MB DISTRIBUIDORA,06752049000268,013122,120.0,20250324,20250327
W SUL DIST E IMP DE,08111865000137,013122,24.0,20250324,20250331
W SUL DIST E IMP DE,08111865000137,013122,48.0,20250324,20250331
MB DISTRIBUIDORA,06752049000268,013122,216.0,20250401,20250403
W SUL DIST E IMP DE,08111865000137,013122,24.0,20250401,        
W. NORDESTE,22101582000135,013122,72.0,20250324,20250328
W.SP LOGISTICA,11247454000188,013122,48.0,20250324,20250328
W.SP LOGISTICA,11247454000188,013122,240.0,20250401,        
W.CO LOGISTICA EM DU,19246547000108,013122,48.0,20250324,20250327
W. NORTE,51050054000364,013122,24.0,20250324,20250403
W. NORTE,51050054000364,013122,48.0,20250324,20250403
W. NORDESTE,22101582000135,013122,168.0,20250401,        
W.CO LOGISTICA EM DU,19246547000108,013122,24.0,20250401,        
W.CO LOGISTICA EM DU,19246547000108,013122,48.0,20250401,        
LM MOTO,70963418000341,013122,120.0,20250401,        
W. NORDESTE,22101582000135,013122,168.0,20250324,20250328
W. NORDESTE,22101582000135,013122,72.0,20250401,        
MB DISTRIBUIDORA,06752049000268,013191,30.0,20250107,20250109
W.SP LOGISTICA,11247454000188,004543,400.0,20250214,20250311
W.CO LOGISTICA EM DU,19246547000108,004543,400.0,20250107,20250114
W. NORDESTE,22101582000135,004543,170.0,20250211,20250312
W.SP LOGISTICA,11247454000188,004543,200.0,20250116,20250124
LM MOTO,70963418000341,004543,1200.0,20250214,20250221
W.CO LOGISTICA EM DU,19246547000108,004543,800.0,20250214,20250219
MB DISTRIBUIDORA,06752049000268,004543,400.0,20250214,20250218
W SUL DIST E IMP DE,08111865000137,004543,400.0,20250214,20250221
MB DISTRIBUIDORA,06752049000268,004543,400.0,20250107,20250109
LM MOTO,70963418000341,004593,100.0,20250107,20250110
W.CO LOGISTICA EM DU,19246547000108,004593,100.0,20250107,20250114
LM MOTO,70963418000341,004593,100.0,20250328,20250402
W.SP LOGISTICA,11247454000188,004593,100.0,20250204,20250214
LM MOTO,70963418000341,004593,100.0,20250204,20250211
MB DISTRIBUIDORA,06752049000268,004593,100.0,20250107,20250108
LM MOTO,70963418000341,004594,100.0,20250107,20250110
W.CO LOGISTICA EM DU,19246547000108,004594,100.0,20250314,20250318
W.SP LOGISTICA,11247454000188,004594,100.0,20250107,20250110
W SUL DIST E IMP DE,08111865000137,004594,100.0,20250107,20250116
W.SP LOGISTICA,11247454000188,004594,200.0,20250328,        
LM MOTO,70963418000341,004594,400.0,20250326,20250402
LM MOTO,70963418000341,004594,600.0,20250328,20250402
LM MOTO,70963418000341,004594,200.0,20250204,20250211
W SUL DIST E IMP DE,08111865000137,004594,100.0,20250328,        
W.SP LOGISTICA,11247454000188,004594,100.0,20250326,20250328
MB DISTRIBUIDORA,06752049000268,004594,100.0,20250328,20250401
MB DISTRIBUIDORA,06752049000268,004594,100.0,20250107,20250108
W.SP LOGISTICA,11247454000188,004613,1000.0,20250107,20250110
W SUL DIST E IMP DE,08111865000137,004613,1000.0,20250307,20250314
W.SP LOGISTICA,11247454000188,004613,1000.0,20250325,20250328
W.CO LOGISTICA EM DU,19246547000108,014384,710.0,20250327,20250327
MB DISTRIBUIDORA,06752049000268,014384,230.0,20250107,20250108
W. NORDESTE,22101582000135,014399,20.0,20250124,20250127
W. NORDESTE,22101582000135,014399,30.0,20250115,20250116
W.CO LOGISTICA EM DU,19246547000108,014399,10.0,20250114,20250114
W SUL DIST E IMP DE,08111865000137,014399,20.0,20250115,20250116
LM MOTO,70963418000341,014399,20.0,20250204,20250211
LM MOTO,70963418000341,014399,80.0,20250324,20250325
W.CO LOGISTICA EM DU,19246547000108,014399,40.0,20250327,20250327
W. NORTE,51050054000364,014399,100.0,20250128,20250128
W.SP LOGISTICA,11247454000188,014399,20.0,20250311,20250311
W.SP LOGISTICA,11247454000188,014399,100.0,20250321,20250321
W.SP LOGISTICA,11247454000188,014399,30.0,20250204,20250204
MB DISTRIBUIDORA,06752049000268,014403,40.0,20250107,20250108
W. NORTE,51050054000364,014403,400.0,20250128,20250128
W.SP LOGISTICA,11247454000188,014403,10.0,20250311,20250311
W.SP LOGISTICA,11247454000188,014403,10.0,20250204,20250204
W SUL DIST E IMP DE,08111865000137,014403,30.0,20250221,20250307
W SUL DIST E IMP DE,08111865000137,014403,10.0,20250307,20250307
W.SP LOGISTICA,11247454000188,014403,10.0,20250124,20250204
LM MOTO,70963418000341,014403,10.0,20250324,20250402
LM MOTO,70963418000341,014403,150.0,20250324,20250325
W.CO LOGISTICA EM DU,19246547000108,014403,10.0,20250327,20250327
W. NORDESTE,22101582000135,014405,10.0,20250107,20250116
W. NORDESTE,22101582000135,014405,60.0,20250124,20250127
W. NORTE,51050054000364,014405,20.0,20250114,20250114
MB DISTRIBUIDORA,06752049000268,014405,10.0,20250107,20250108
LM MOTO,70963418000341,014405,30.0,20250324,20250325
W.CO LOGISTICA EM DU,19246547000108,014405,40.0,20250327,20250327
W.SP LOGISTICA,11247454000188,014405,100.0,20250321,20250321
W SUL DIST E IMP DE,08111865000137,014405,10.0,20250107,20250116
LM MOTO,70963418000341,014405,30.0,20250204,20250211
W. NORTE,51050054000364,006706,50.0,20250211,20250228
MB DISTRIBUIDORA,06752049000268,009532,100.0,20250224,        
MB DISTRIBUIDORA,06752049000268,009532,100.0,20250129,        
MB DISTRIBUIDORA,06752049000268,009532,100.0,20250211,        
LM MOTO,70963418000341,009532,300.0,20250116,20250124
W.SP LOGISTICA,11247454000188,009532,15.0,20250116,20250124
W. NORDESTE,22101582000135,009551,25.0,20250324,20250328
W. NORTE,51050054000364,009551,25.0,20250324,20250403
MB DISTRIBUIDORA,06752049000268,009551,50.0,20250324,20250327
W. NORDESTE,22101582000135,013293,40.0,20250117,20250127
W.SP LOGISTICA,11247454000188,013293,40.0,20250204,20250204
W.SP LOGISTICA,11247454000188,013293,40.0,20250311,20250321
W.CO LOGISTICA EM DU,19246547000108,013293,40.0,20250311,20250318
W SUL DIST E IMP DE,08111865000137,013293,20.0,20250307,20250314
MB DISTRIBUIDORA,06752049000268,013293,80.0,20250311,20250312
LM MOTO,70963418000341,013293,80.0,20250312,20250319
W SUL DIST E IMP DE,08111865000137,013293,20.0,20250311,20250314
W. NORDESTE,22101582000135,013293,80.0,20250311,20250312
W.CO LOGISTICA EM DU,19246547000108,013293,20.0,20250122,20250127
MB DISTRIBUIDORA,06752049000268,013293,20.0,20250107,20250108
W.CO LOGISTICA EM DU,19246547000108,013301,100.0,20250213,20250219
W. NORDESTE,22101582000135,013301,100.0,20250213,20250217
LM MOTO,70963418000341,013301,100.0,20250321,20250325
LM MOTO,70963418000341,013301,100.0,20250321,20250325
W SUL DIST E IMP DE,08111865000137,013301,100.0,20250213,20250218
W.SP LOGISTICA,11247454000188,013301,100.0,20250213,20250214
MB DISTRIBUIDORA,06752049000268,013301,100.0,20250212,20250218
LM MOTO,70963418000341,013301,100.0,20250321,        
W. NORTE,51050054000364,013301,100.0,20250213,20250228
W.SP LOGISTICA,11247454000188,013303,100.0,20250322,20250328
W. NORTE,51050054000364,013303,50.0,20250306,20250306
MB DISTRIBUIDORA,06752049000268,013303,200.0,20250212,20250217
MB DISTRIBUIDORA,06752049000268,013303,50.0,20250306,20250311
MB DISTRIBUIDORA,06752049000268,013434,40.0,20250107,20250109
LM MOTO,70963418000341,013436,40.0,20250312,20250319
W.SP LOGISTICA,11247454000188,013436,40.0,20250204,20250204
MB DISTRIBUIDORA,06752049000268,013436,40.0,20250107,20250109
W.SP LOGISTICA,11247454000188,013441,24.0,20250107,20250110
W SUL DIST E IMP DE,08111865000137,005188,100.0,20250321,20250331
MB DISTRIBUIDORA,06752049000268,005188,300.0,20250212,20250217
W SUL DIST E IMP DE,08111865000137,005188,400.0,20250213,20250218
W.SP LOGISTICA,11247454000188,005188,700.0,20250213,20250214
LM MOTO,70963418000341,005188,300.0,20250321,20250325
LM MOTO,70963418000341,005188,300.0,20250321,        
W.CO LOGISTICA EM DU,19246547000108,005188,100.0,20250321,20250327
W. NORDESTE,22101582000135,005188,100.0,20250213,20250217
LM MOTO,70963418000341,005188,300.0,20250213,20250306
W.SP LOGISTICA,11247454000188,005188,400.0,20250320,20250321
W.SP LOGISTICA,11247454000188,014242,20.0,20250204,20250214
LM MOTO,70963418000341,014242,20.0,20250122,20250124
LM MOTO,70963418000341,014242,20.0,20250326,20250402
W.CO LOGISTICA EM DU,19246547000108,014242,20.0,20250314,20250318
W.CO LOGISTICA EM DU,19246547000108,014242,20.0,20250326,20250327
LM MOTO,70963418000341,014242,20.0,20250117,20250124
LM MOTO,70963418000341,014242,20.0,20250326,20250402
W.SP LOGISTICA,11247454000188,014242,40.0,20250117,20250124
W.SP LOGISTICA,11247454000188,014242,20.0,20250311,20250311
MB DISTRIBUIDORA,06752049000268,014242,20.0,20250214,20250218
W.SP LOGISTICA,11247454000188,014242,40.0,20250326,20250328
MB DISTRIBUIDORA,06752049000268,014242,20.0,20250326,20250327
W. NORDESTE,22101582000135,014250,80.0,20250107,20250116
